.0159,.0159,.0144,.0146,.0182,.0399,.0491,.0537,.0798,.0818,.1241,.2131,.2244,.3905,.2613,.5373,.5373,.5209,.9345,.9345,1,.9764,.5104,.5104,.5042,.7867,.2385,.2197,.2139,.2139,.2059,.2038,.1902,.1902,.1881,.1913,.1906,.1905,.1720,.1720,.1716,.1682,.1554,.1547,.1523,.1308,.1521,.1491,.1479,.1479,.1480,.2216,.0193,.0193,.0193,.0151,.0151,.0151,.0151,.0151,.1585,.1576,.1576,.1577,.2335,.0203,.0203,.0203,.0203,.0142,.0142,.0142,.0142,.0143,.0113,.0113,.0108,.0100,.0100,.0091,.0091,.0031,.0031
.0156,.0156,.0142,.0143,.0179,.0370,.0460,.0507,.0773,.0793,.1211,.1613,.1725,.2989,.2469,.4743,.4743,.4900,.9181,.9181,.9764,1,.5185,.5185,.5123,.8212,.2813,.2630,.2558,.2558,.2515,.2492,.2355,.2355,.2342,.2364,.2364,.2363,.2248,.2248,.2251,.2211,.1844,.1835,.1825,.1568,.1812,.1776,.1761,.1761,.1762,.2556,.0174,.0174,.0174,.0141,.0141,.0141,.0141,.0141,.1896,.1886,.1882,.1882,.2702,.0197,.0197,.0197,.0197,.0133,.0133,.0133,.0133,.0133,.0105,.0104,.0099,.0091,.0091,.0083,.0083,.0027,.0027
.0137,.0137,.0136,.0137,.0173,.0499,.0605,.0620,.0966,.0996,.1314,.2465,.2591,.3597,.4734,.2733,.2733,.6148,.4812,.4812,.5104,.5185,1,1.0099,1.0296,.9541,.8397,.8335,.7790,.7790,.7667,.7611,.6902,.6902,.6838,.6842,.6825,.6820,.6366,.6366,.6395,.6441,.5409,.5323,.5279,.4668,.5058,.5000,.4937,.4937,.4922,.6321,.0692,.0691,.0691,.0454,.0454,.0461,.0461,.0461,.5104,.5090,.5088,.5071,.6483,.0556,.0556,.0556,.0556,.0389,.0389,.0405,.0405,.0406,.0254,.0256,.0231,.0223,.0223,.0187,.0187,.0058,.0058
.0137,.0137,.0136,.0137,.0173,.0499,.0605,.0620,.0966,.0996,.1314,.2465,.2591,.3597,.4734,.2733,.2733,.6148,.4812,.4812,.5104,.5185,1.0099,1,1.0296,.9541,.8397,.8335,.7790,.7790,.7667,.7611,.6902,.6902,.6838,.6842,.6825,.6820,.6366,.6366,.6395,.6441,.5409,.5323,.5279,.4668,.5058,.5000,.4937,.4937,.4922,.6321,.0692,.0691,.0691,.0454,.0454,.0461,.0461,.0461,.5104,.5090,.5088,.5071,.6483,.0556,.0556,.0556,.0556,.0389,.0389,.0405,.0405,.0406,.0254,.0256,.0231,.0223,.0223,.0187,.0187,.0058,.0058
.0135,.0135,.0135,.0136,.0175,.0514,.0620,.0635,.0982,.1011,.1323,.2469,.2594,.3655,.4770,.2778,.2778,.6173,.4752,.4752,.5042,.5123,1.0296,1.0296,1,1.0166,.8678,.8711,.8043,.8043,.7947,.7889,.6965,.6965,.6901,.6904,.6931,.6920,.6439,.6439,.6466,.6469,.5179,.5095,.5052,.4473,.4866,.4812,.4751,.4750,.4735,.6062,.0707,.0706,.0706,.0468,.0468,.0475,.0475,.0475,.4912,.4898,.4897,.4880,.6215,.0588,.0588,.0588,.0588,.0410,.0410,.0426,.0426,.0426,.0273,.0276,.0250,.0242,.0242,.0216,.0216,.0068,.0068
.0071,.0071,.0073,.0073,.0112,.0261,.0341,.0339,.0491,.0507,.0744,.1371,.1464,.1999,.1750,.3205,.3205,.3192,.7359,.7359,.7867,.8212,.9541,.9541,1.0166,1,.9611,.9592,.8678,.8678,.8423,.8372,.7539,.7539,.7483,.7405,.7354,.7355,.7034,.7034,.7003,.7046,.6252,.6166,.6115,.5422,.5955,.5866,.5798,.5797,.5800,.7499,.0719,.0719,.0718,.0488,.0487,.0495,.0495,.0495,.5987,.5969,.5968,.5970,.7690,.0609,.0609,.0609,.0609,.0426,.0426,.0442,.0442,.0442,.0296,.0298,.0275,.0266,.0266,.0240,.0240,.0078,.0078
.0015,.0015,.0022,.0014,.0027,.0130,.0190,.0193,.0273,.0280,.0292,.0579,.0599,.0772,.0455,.1185,.1185,.0897,.2075,.2075,.2385,.2813,.8397,.8397,.8678,.9611,1,1.2454,1.1239,1.1239,1.0850,1.0693,.9213,.9213,.9249,.9038,.8972,.8972,.7731,.7731,.7828,.7331,.6069,.6003,.5867,.5249,.5944,.5841,.5677,.5676,.5660,.7348,.1130,.1130,.1129,.0765,.0765,.0772,.0772,.0773,.5930,.5915,.5899,.5881,.7498,.0880,.0881,.0880,.0880,.0609,.0609,.0628,.0628,.0629,.0437,.0439,.0400,.0392,.0391,.0357,.0357,.0119,.0119
.0015,.0015,.0021,.0014,.0026,.0133,.0193,.0196,.0276,.0283,.0285,.0545,.0562,.0734,.0452,.1129,.1129,.0859,.1994,.1994,.2197,.2630,.8335,.8335,.8711,.9592,1.2454,1,1.1286,1.1286,1.0890,1.0958,.9707,.9707,.9743,.9504,.9413,.9413,.7851,.7851,.7959,.7380,.6061,.5992,.5840,.5229,.5914,.5812,.5636,.5635,.5619,.7410,.1151,.1150,.1149,.0788,.0788,.0795,.0795,.0795,.5861,.5843,.5828,.5809,.7528,.0903,.0903,.0903,.0903,.0633,.0633,.0652,.0652,.0652,.0472,.0474,.0435,.0427,.0426,.0393,.0393,.0132,.0132
.0010,.0010,.0016,.0009,.0020,.0110,.0165,.0163,.0232,.0239,.0243,.0465,.0483,.0640,.0486,.0995,.0995,.0762,.1944,.1944,.2139,.2558,.7790,.7790,.8043,.8678,1.1239,1.1286,1,1.1585,1.1088,1.0893,.9733,.9733,.9777,.9595,.9501,.9501,.7850,.7850,.7973,.7304,.5534,.5480,.5331,.4831,.5243,.5175,.5083,.5082,.5062,.6411,.1302,.1297,.1297,.0897,.0897,.0904,.0904,.0904,.5233,.5216,.5200,.5178,.6499,.1051,.1048,.1047,.1047,.0737,.0737,.0755,.0755,.0755,.0562,.0564,.0526,.0518,.0518,.0500,.0500,.0175,.0175
.0010,.0010,.0016,.0009,.0020,.0110,.0165,.0163,.0232,.0239,.0243,.0465,.0483,.0640,.0486,.0995,.0995,.0762,.1944,.1944,.2139,.2558,.7790,.7790,.8043,.8678,1.1239,1.1286,1.1585,1,1.1088,1.0893,.9733,.9733,.9777,.9595,.9501,.9501,.7850,.7850,.7973,.7304,.5534,.5480,.5331,.4831,.5243,.5175,.5083,.5082,.5062,.6411,.1302,.1297,.1297,.0897,.0897,.0904,.0904,.0904,.5233,.5216,.5200,.5178,.6499,.1051,.1048,.1047,.1047,.0737,.0737,.0755,.0755,.0755,.0562,.0564,.0526,.0518,.0518,.0500,.0500,.0175,.0175
.0013,.0013,.0018,.0011,.0022,.0107,.0161,.0159,.0229,.0235,.0240,.0459,.0475,.0609,.0467,.0964,.0964,.0732,.1874,.1874,.2059,.2515,.7667,.7667,.7947,.8423,1.0850,1.0890,1.1088,1.1088,1,1.0988,.9517,.9517,.9530,.9348,.9228,.9229,.7880,.7880,.7967,.7355,.5660,.5635,.5555,.5056,.5431,.5335,.5205,.5204,.5185,.6378,.1426,.1422,.1422,.0976,.0976,.0983,.0983,.0983,.5243,.5226,.5211,.5189,.6413,.1126,.1105,.1104,.1104,.0779,.0779,.0796,.0796,.0797,.0584,.0586,.0548,.0540,.0540,.0523,.0523,.0188,.0188
.0010,.0010,.0016,.0009,.0019,.0106,.0160,.0158,.0228,.0234,.0239,.0456,.0471,.0605,.0464,.0953,.0953,.0728,.1854,.1854,.2038,.2492,.7611,.7611,.7889,.8372,1.0693,1.0958,1.0893,1.0893,1.0988,1,1.0149,1.0149,1.0057,.9698,.9576,.9577,.7790,.7790,.7878,.7320,.5628,.5603,.5528,.5029,.5406,.5308,.5182,.5181,.5161,.6340,.1455,.1451,.1450,.0998,.0998,.1005,.1005,.1005,.5217,.5200,.5185,.5163,.6380,.1164,.1146,.1146,.1146,.0810,.0810,.0827,.0827,.0828,.0606,.0608,.0570,.0562,.0562,.0545,.0545,.0193,.0193
.0007,.0007,.0015,.0009,.0019,.0103,.0147,.0145,.0181,.0187,.0192,.0392,.0407,.0530,.0410,.0712,.0712,.0690,.1752,.1752,.1902,.2355,.6902,.6902,.6965,.7539,.9213,.9707,.9733,.9733,.9517,1.0149,1,1.0573,1.0846,1.0461,.9548,.9551,.8284,.8284,.8468,.7762,.5417,.5378,.5325,.4908,.4923,.4835,.4630,.4629,.4631,.5299,.1593,.1589,.1589,.1136,.1136,.1143,.1143,.1143,.4443,.4427,.4413,.4414,.5258,.1229,.1195,.1195,.1194,.0861,.0861,.0879,.0879,.0880,.0658,.0659,.0621,.0602,.0600,.0575,.0575,.0207,.0207
.0007,.0007,.0015,.0009,.0019,.0103,.0147,.0145,.0181,.0187,.0192,.0392,.0407,.0530,.0410,.0712,.0712,.0690,.1752,.1752,.1902,.2355,.6902,.6902,.6965,.7539,.9213,.9707,.9733,.9733,.9517,1.0149,1.0573,1,1.0846,1.0461,.9548,.9551,.8284,.8284,.8468,.7762,.5417,.5378,.5325,.4908,.4923,.4835,.4630,.4629,.4631,.5299,.1593,.1589,.1589,.1136,.1136,.1143,.1143,.1143,.4443,.4427,.4413,.4414,.5258,.1229,.1195,.1195,.1194,.0861,.0861,.0879,.0879,.0880,.0658,.0659,.0621,.0602,.0600,.0575,.0575,.0207,.0207
.0007,.0007,.0015,.0009,.0018,.0102,.0146,.0144,.0180,.0186,.0191,.0385,.0400,.0521,.0408,.0703,.0703,.0675,.1732,.1732,.1881,.2342,.6838,.6838,.6901,.7483,.9249,.9743,.9777,.9777,.9530,1.0057,1.0846,1.0846,1,1.0294,.9518,.9521,.8307,.8307,.8469,.7722,.5402,.5359,.5304,.4895,.4947,.4859,.4618,.4618,.4620,.5285,.1611,.1607,.1607,.1151,.1151,.1157,.1158,.1158,.4449,.4434,.4419,.4420,.5230,.1237,.1203,.1202,.1202,.0865,.0865,.0886,.0886,.0887,.0665,.0667,.0624,.0606,.0603,.0578,.0578,.0209,.0209
.0007,.0007,.0015,.0009,.0018,.0102,.0139,.0137,.0173,.0179,.0184,.0383,.0398,.0525,.0406,.0698,.0698,.0680,.1765,.1765,.1913,.2364,.6842,.6842,.6904,.7405,.9038,.9504,.9595,.9595,.9348,.9698,1.0461,1.0461,1.0294,1,1.0045,1.0049,.8535,.8535,.8598,.7852,.5443,.5398,.5348,.4949,.4920,.4823,.4567,.4566,.4547,.5204,.1669,.1665,.1664,.1181,.1181,.1188,.1188,.1188,.4388,.4378,.4363,.4342,.5153,.1306,.1272,.1272,.1271,.0902,.0901,.0922,.0922,.0923,.0694,.0696,.0648,.0628,.0625,.0604,.0604,.0220,.0220
.0007,.0007,.0015,.0009,.0018,.0101,.0139,.0137,.0173,.0179,.0184,.0382,.0397,.0523,.0405,.0686,.0686,.0678,.1758,.1758,.1906,.2364,.6825,.6825,.6931,.7354,.8972,.9413,.9501,.9501,.9228,.9576,.9548,.9548,.9518,1.0045,1,1.1025,.8897,.8897,.8872,.8104,.5693,.5682,.5590,.5194,.4960,.4862,.4618,.4617,.4598,.5362,.1787,.1783,.1783,.1246,.1246,.1252,.1252,.1253,.4341,.4332,.4318,.4297,.5215,.1351,.1312,.1311,.1311,.0920,.0920,.0934,.0934,.0935,.0705,.0707,.0666,.0645,.0642,.0621,.0621,.0227,.0227
.0007,.0007,.0015,.0009,.0018,.0101,.0139,.0137,.0173,.0179,.0184,.0382,.0397,.0523,.0404,.0686,.0686,.0677,.1757,.1757,.1905,.2363,.6820,.6820,.6920,.7355,.8972,.9413,.9501,.9501,.9229,.9577,.9551,.9551,.9521,1.0049,1.1025,1,.8897,.8897,.8872,.8104,.5694,.5683,.5591,.5195,.4961,.4864,.4619,.4619,.4600,.5363,.1797,.1793,.1792,.1253,.1253,.1259,.1259,.1260,.4342,.4334,.4319,.4298,.5216,.1351,.1311,.1311,.1310,.0920,.0920,.0934,.0934,.0935,.0705,.0707,.0666,.0645,.0642,.0621,.0621,.0227,.0227
.0004,.0004,.0015,.0008,.0018,.0091,.0128,.0126,.0171,.0176,.0182,.0352,.0367,.0481,.0365,.0617,.0617,.0613,.1612,.1612,.1720,.2248,.6366,.6366,.6439,.7034,.7731,.7851,.7850,.7850,.7880,.7790,.8284,.8284,.8307,.8535,.8897,.8897,1,1.0891,1.0769,1.0005,.6688,.6684,.6615,.6168,.5761,.5668,.5256,.5256,.5237,.5739,.2373,.2369,.2368,.1579,.1578,.1585,.1585,.1586,.4738,.4721,.4707,.4686,.5484,.1832,.1794,.1793,.1793,.1136,.1135,.1149,.1149,.1150,.0862,.0864,.0826,.0806,.0803,.0770,.0770,.0287,.0287
.0004,.0004,.0015,.0008,.0018,.0091,.0128,.0126,.0171,.0176,.0182,.0352,.0367,.0481,.0365,.0617,.0617,.0613,.1612,.1612,.1720,.2248,.6366,.6366,.6439,.7034,.7731,.7851,.7850,.7850,.7880,.7790,.8284,.8284,.8307,.8535,.8897,.8897,1.0891,1,1.0769,1.0005,.6688,.6684,.6615,.6168,.5761,.5668,.5256,.5256,.5237,.5739,.2373,.2369,.2368,.1579,.1578,.1585,.1585,.1586,.4738,.4721,.4707,.4686,.5484,.1832,.1794,.1793,.1793,.1136,.1135,.1149,.1149,.1150,.0862,.0864,.0826,.0806,.0803,.0770,.0770,.0287,.0287
.0004,.0004,.0015,.0008,.0018,.0091,.0128,.0126,.0171,.0177,.0182,.0353,.0368,.0477,.0366,.0613,.0613,.0599,.1607,.1607,.1716,.2251,.6395,.6395,.6466,.7003,.7828,.7959,.7973,.7973,.7967,.7878,.8468,.8468,.8469,.8598,.8872,.8872,1.0769,1.0769,1,1.0191,.6822,.6812,.6741,.6296,.5773,.5685,.5262,.5261,.5243,.5765,.2458,.2454,.2454,.1640,.1640,.1647,.1647,.1647,.4766,.4746,.4732,.4711,.5504,.1903,.1865,.1864,.1864,.1184,.1184,.1198,.1198,.1199,.0897,.0898,.0858,.0838,.0835,.0802,.0802,.0299,.0299
.0004,.0004,.0015,.0008,.0021,.0094,.0130,.0128,.0157,.0163,.0168,.0342,.0357,.0455,.0451,.0585,.0585,.0628,.1667,.1667,.1682,.2211,.6441,.6441,.6469,.7046,.7331,.7380,.7304,.7304,.7355,.7320,.7762,.7762,.7722,.7852,.8104,.8104,1.0005,1.0005,1.0191,1,.7141,.7117,.7053,.6611,.5876,.5758,.5363,.5363,.5344,.5802,.2691,.2686,.2686,.1795,.1795,.1801,.1802,.1802,.4763,.4756,.4742,.4747,.5604,.2068,.2045,.2044,.2044,.1304,.1304,.1318,.1318,.1319,.1001,.1002,.0941,.0925,.0922,.0873,.0873,.0327,.0327
